,date,text,index,label,score,source,prob_1,prob_2,prob_3,topic_id,topic_name
0,2022-02-24 07:04:23,️ В Украине ввели военное положение. Зеленский обратился к народу.,26328,negative,-0.77128448151052,ShockedUkraine,0.7961313724517822,0.8893548846244812,0.0248468909412622,-1,-1_россии_украины_украине_украина
1,2022-02-24 07:05:59,"В ""Л/ДНР"" заявили, что начинают штурм города Счастья.",26329,neutral,-0.1325911916792392,ShockedUkraine,0.1639715284109115,0.9875419735908508,0.0313803367316722,-1,-1_россии_украины_украине_украина
2,2022-02-24 07:24:02,"️Волонтер и экс-советник Минобороны Юрий Бирюков написал: ""Так. Шквал разрозненной информации, поэтому даю только то, что получил подтверждение от военных...️ Удары по военным аэродромам: Чугуев, Краматорск, Озерное, Кульбакино, Васильков. ️Удары по базам хранения и арсеналам. ️ Морской десант в Одессе - нет, такого не подтверждают. Танковые колонны на въезде в Харьков/Сумы/Чернигов/Киев - нет , такого не подтверждают. Это не означает, что это не может быть - но на сейчас это не подтверждают...️Плотно по линии фронта... хотя теперь уж фронт везде... РСЗО. По знакомым бригадам - потерь нет,  просто густой обстрел, но бестолковый. Я понимаю в каком вы сейчас состоянии, но. ️Наши ПВО работают (как могут и чем могут). Многие ""взрывы"" которые вы слышали - это пуски. Наши военные работают. И на фронте тоже.",26330,negative,-0.7687947824597359,ShockedUkraine,0.7890543937683105,0.9207670092582704,0.0202596113085746,-1,-1_россии_украины_украине_украина
3,2022-02-24 07:26:44,"️В сети пишут, что предположительно горит аэропорт Херсона.",26331,negative,-0.9757528435438872,ShockedUkraine,0.9853622913360596,0.6603487133979797,0.0096094477921724,-1,-1_россии_украины_украине_украина
4,2022-02-24 07:29:19,Аэропорт Ивано-Франковска.,26332,neutral,-0.1923105530440807,ShockedUkraine,0.2188994288444519,0.9856871962547302,0.0265888758003711,-1,-1_россии_украины_украине_украина
5,2022-02-24 07:29:58,️ Беларусь атакует Украину — погранслужба Украины.,26333,negative,-0.8224376197904348,ShockedUkraine,0.8328116536140442,0.9382120370864868,0.0103740338236093,7,7_беларуси_белоруссии_беларусь_белоруссия
6,2022-02-24 07:34:50,Военный аэропорт в Чугуеве.,26334,neutral,0.0254563018679618,ShockedUkraine,0.0951215103268623,0.9690374135971068,0.1205778121948242,-1,-1_россии_украины_украине_украина
7,2022-02-24 07:37:05,"В так называемой ""ЛНР"" заявили, что в течении 3-х дней будут вести наступательные действия.",26335,neutral,0.0205632075667381,ShockedUkraine,0.1194083169102668,0.9580552577972412,0.139971524477005,-1,-1_россии_украины_украине_украина
8,2022-02-24 07:40:08,Очереди на заправках под Киевом.,26336,negative,-0.8695231974124908,ShockedUkraine,0.8920195698738098,0.8150750994682312,0.0224963724613189,-1,-1_россии_украины_украине_украина
9,2022-02-24 07:40:37,️Ситуация контролируемая – министр обороны Резников.,26337,neutral,-0.1321939080953598,ShockedUkraine,0.1873483657836914,0.975052773952484,0.0551544576883316,-1,-1_россии_украины_украине_украина
