,date,text,index,label,score,source,prob_1,prob_2,prob_3,topic_id,topic_name
0,2022-02-24 00:30:04,"Киев запросил срочное заседание Совбеза ООН в связи с обращениями глав «ДНР» и «ЛНР» к Путину, заявил глава МИД Украины Дмитрий Кулеба",42667,neutral,-0.031180627644062,NovayaGazeta,0.0719218775629997,0.9928820133209229,0.0407412499189376,-1,-1_россии_украины_украине_украина
1,2022-02-24 01:18:09,"️ЕС ввел санкции против Шойгу, Вайно, Захаровой, Соловьева, Симоньян, семьи Пригожина и других лиц за признание «ЛДНР»",42668,negative,-0.97948516625911,NovayaGazeta,0.9885693192481996,0.6459273099899292,0.0090841529890894,-1,-1_россии_украины_украине_украина
2,2022-02-24 01:33:46,Кто под санкциями ЕС? Весь список..Чиновники :..Официальный представитель МИД Мария Захарова..Глава Минобороны Сергей Шойгу..Глава АП Антон Вайно..Вице-премьер Марат Хуснуллин..Вице-премьер Дмитрий Григоренко..Глава Минэкономразвития Максим Решетников Военные: Главнокомандующий ВМФ РФ Николай Евменов..Заместитель главнокомандующего ВМФ РФ Владимир Касатонов..Командующий Черноморским флотом Игорь Осипов..Главнокомандующий сухопутными войсками Олег Салюков..Главнокомандующий ВКС Сергей Суровкин..Командующий ВВС Сергей Дронов Родственники ранее попавших под санкции: Мать и супруга «повара Путина» Евгения Пригожина Виолетта и Любовь..Сын главы ФСБ Денис Бортников Главы банков и корпораций: Президент ВТБ Андрей Костин..Глава  Игорь Шувалов Сотрудники прокремлевских СМИ: Глава RT Маргарита Симоньян..Телеведущий Владимир Соловьев..Активист и глава News Front Константин Кнырик Парламентарии: Сенатор Алексей Пушков..Депутат ГД Петр Толстой Юрлица: Агентство интернет-исследований (более известно как «Фабрика троллей»)..Банк «Россия»..Промсвязьбанк,42669,positive,0.6905209198594093,NovayaGazeta,0.0153433308005332,0.9358306527137756,0.7058642506599426,25,25_лучший_оскар_фильм_лучшая
3,2022-02-24 02:54:49,Военный транспортник ВВС Турции Airbus A400M только что прилетел в Киев из Эскишехира. Такой самолет может перевозить 120 десантников или 37 тонн груза..Еще один такой же военный самолет Турции уже вошел в воздушное пространство Украины,42670,negative,-0.900805164128542,NovayaGazeta,0.9255706667900084,0.8002007007598877,0.0247655026614666,2,2_самолетов_рейсы_полеты_авиакомпаний
4,2022-02-24 04:35:28,Экстренное заседание Совбеза ООН началось. О его проведении попросил Киев ночью на 24 февраля в связи с обращением «ЛДНР» к России с просьбой оказать им военную помощь .,42671,negative,-0.8815434388816357,NovayaGazeta,0.889604389667511,0.934934675693512,0.0080609507858753,-1,-1_россии_украины_украине_украина
5,2022-02-24 04:44:55,️ Путин выступает с обращением к россиянам,42672,neutral,-0.1392372623085975,NovayaGazeta,0.2039838880300521,0.9679923057556152,0.0647466257214546,-1,-1_россии_украины_украине_украина
6,2022-02-24 04:45:20,️ Путин: НАТО перешли красную черту,42673,neutral,-0.0200180485844612,NovayaGazeta,0.1003779247403144,0.9801101684570312,0.0803598761558532,-1,-1_россии_украины_украине_украина
7,2022-02-24 04:46:11,Путин: освоение Украины силами НАТО угрожает России,42674,neutral,-0.1010472886264324,NovayaGazeta,0.1463817059993744,0.9851035475730896,0.0453344173729419,-1,-1_россии_украины_украине_украина
8,2022-02-24 04:49:36,"На заседании Совбеза ООН слово предоставили представителю США. Она сообщила, что говорила с президентом Байденом, и он «призвал самым решительным образом выразить поддержку Украине»:.. «США и наши союзники и партнеры продолжат отвечать на действия России ясно и решительно. Мы собрались здесь по единственной причине: попросить Россию остановиться, направить свою военную технику назад, в ангары и бараки. То, что произошло в понедельник — прямое нарушение суверенитета и территориальной ценности»",42675,neutral,0.2341000959277153,NovayaGazeta,0.0718837454915046,0.9467857480049132,0.3059838414192199,-1,-1_россии_украины_украине_украина
9,2022-02-24 04:50:38,"️ Путин: «В соответствии со ст. 51 Устава ООН, с санкции Совета Федерации мною принято решение о проведении специальной военной операции <...> Мы будем стремиться к демилитаризации и денацификации Украины. <...> В наши планы не входит оккупация Украины»",42676,neutral,-0.2586230952292681,NovayaGazeta,0.2855772078037262,0.9828505516052246,0.0269541125744581,-1,-1_россии_украины_украине_украина
